"FileID","FileName","Extension","BusinessDomain","FolderPath","Depth","SizeKB","LastModified","Complexity"
"61","EntrepreneurFile61.md",".html","Mentorship","src/services","2","924","2025-03-14","5"
"62","EntrepreneurFile62.py",".txt","Mentorship","frontend/components","2","971","2025-10-01","9"
"63","AIFile63.html",".json","AI","src/components","2","878","2025-08-13","2"
"64","AIFile64.js",".txt","Mentorship","ai/models","2","914","2025-05-11","7"
"65","EntrepreneurFile65.json",".jsx","AI","src/services","2","793","2025-10-16","5"
"66","FundingFile66.html",".jsx","Funding","backend/controllers","2","868","2025-06-02","5"
"67","MentorshipFile67.md",".css","AI","src/pages","2","51","2025-03-27","5"
"68","EntrepreneurFile68.md",".txt","AI","src/services","2","683","2025-08-23","3"
"69","FundingFile69.js",".css","Youth","frontend/components","2","163","2025-05-28","3"
"70","EntrepreneurFile70.md",".html","Funding","backend/controllers","2","231","2025-02-26","4"
"71","EntrepreneurFile71.txt",".html","Youth","frontend/components","2","1009","2025-06-23","2"
"72","MentorshipFile72.jsx",".css","Funding","ai/models","2","799","2025-03-25","4"
"73","MentorshipFile73.js",".py","Youth","src/components","2","925","2025-07-26","9"
"74","FundingFile74.md",".md","AI","backend/controllers","2","950","2025-01-04","5"
"75","MentorshipFile75.html",".js","Youth","src/pages","2","311","2024-12-31","8"
"76","AIFile76.md",".js","Youth","src/pages","2","688","2025-05-28","7"
"77","FundingFile77.txt",".py","AI","ai/models","2","599","2025-09-03","9"
"78","AIFile78.txt",".py","Mentorship","src/components","2","423","2025-02-21","4"
"79","AIFile79.jsx",".md","Mentorship","src/services","2","909","2025-09-25","6"
"80","EntrepreneurFile80.md",".js","AI","src/components","2","44","2024-11-28","6"
"81","EntrepreneurFile81.py",".txt","Entrepreneur","src/components","2","51","2025-07-19","5"
"82","AIFile82.txt",".html","Youth","src/components","2","318","2024-11-22","3"
"83","YouthFile83.jsx",".html","Youth","backend/controllers","2","517","2025-02-11","5"
"84","EntrepreneurFile84.css",".js","AI","src/services","2","713","2025-10-18","7"
"85","FundingFile85.txt",".jsx","Entrepreneur","src/pages","2","711","2025-03-08","1"
"86","EntrepreneurFile86.html",".txt","Youth","frontend/components","2","93","2025-09-30","7"
"87","YouthFile87.py",".css","Youth","src/pages","2","108","2025-08-09","4"
"88","EntrepreneurFile88.json",".md","Youth","frontend/components","2","14","2025-01-18","3"
"89","AIFile89.md",".js","Entrepreneur","src/components","2","833","2025-02-15","3"
"90","MentorshipFile90.py",".html","Youth","src/components","2","15","2025-10-13","4"
"91","FundingFile91.jsx",".css","Funding","src/services","2","302","2025-09-07","7"
"92","EntrepreneurFile92.md",".jsx","AI","src/pages","2","571","2024-12-22","8"
"93","AIFile93.txt",".js","Funding","src/services","2","291","2024-12-05","4"
"94","MentorshipFile94.txt",".js","Funding","src/components","2","685","2024-11-19","9"
"95","EntrepreneurFile95.md",".json","Entrepreneur","backend/controllers","2","780","2024-11-30","4"
"96","EntrepreneurFile96.py",".css","Entrepreneur","src/components","2","387","2025-10-30","9"
"97","YouthFile97.css",".html","Youth","frontend/components","2","434","2025-04-08","9"
"98","AIFile98.jsx",".json","Entrepreneur","backend/controllers","2","756","2025-05-21","7"
"99","FundingFile99.json",".js","Entrepreneur","src/components","2","913","2025-01-31","9"
"100","EntrepreneurFile100.py",".html","AI","frontend/components","2","599","2025-08-10","5"
"101","YouthFile101.json",".json","AI","src/components","2","876","2024-12-02","6"
"102","AIFile102.js",".js","Funding","frontend/components","2","203","2025-08-12","1"
"103","FundingFile103.json",".txt","Mentorship","src/pages","2","517","2025-09-17","1"
"104","EntrepreneurFile104.jsx",".html","AI","src/components","2","800","2024-12-02","2"
"105","MentorshipFile105.json",".css","AI","src/components","2","935","2025-07-17","1"
"106","FundingFile106.txt",".py","AI","ai/models","2","143","2025-07-07","4"
"107","YouthFile107.txt",".md","Mentorship","src/components","2","27","2025-08-10","5"
"108","AIFile108.md",".html","AI","src/pages","2","68","2025-03-24","2"
"109","MentorshipFile109.md",".js","Youth","ai/models","2","733","2024-11-28","9"
"110","AIFile110.md",".json","Entrepreneur","ai/models","2","969","2025-04-25","7"
"111","EntrepreneurFile111.json",".jsx","Mentorship","src/components","2","541","2025-05-18","2"
"112","MentorshipFile112.json",".txt","Youth","frontend/components","2","482","2024-12-21","5"
"113","FundingFile113.md",".txt","AI","frontend/components","2","1003","2025-03-07","3"
"114","FundingFile114.js",".css","Youth","src/services","2","231","2025-01-04","1"
"115","EntrepreneurFile115.py",".jsx","Entrepreneur","backend/controllers","2","687","2025-03-12","4"
"116","EntrepreneurFile116.css",".css","Entrepreneur","frontend/components","2","639","2025-09-03","4"
"117","MentorshipFile117.json",".css","AI","src/pages","2","88","2025-09-19","2"
"118","FundingFile118.json",".js","Entrepreneur","src/services","2","818","2025-02-07","9"
"119","FundingFile119.txt",".md","Youth","frontend/components","2","195","2024-11-18","2"
"120","EntrepreneurFile120.txt",".py","Mentorship","src/pages","2","32","2025-02-04","4"
"121","AIFile121.css",".md","Funding","ai/models","2","120","2025-05-18","1"
"122","FundingFile122.jsx",".txt","Funding","src/pages","2","195","2025-09-23","5"
"123","YouthFile123.css",".jsx","Funding","backend/controllers","2","63","2025-04-23","6"
"124","MentorshipFile124.py",".json","Funding","src/services","2","199","2025-06-19","8"
"125","EntrepreneurFile125.css",".md","Youth","src/pages","2","229","2025-01-29","2"
"126","YouthFile126.css",".js","Mentorship","frontend/components","2","835","2025-02-02","7"
"127","EntrepreneurFile127.txt",".js","Youth","src/components","2","116","2025-01-28","6"
"128","MentorshipFile128.jsx",".jsx","Entrepreneur","src/pages","2","339","2025-11-03","2"
"129","YouthFile129.py",".js","Funding","frontend/components","2","139","2025-07-28","6"
"130","MentorshipFile130.json",".jsx","Youth","src/pages","2","351","2025-07-27","1"
"131","AIFile131.js",".jsx","Funding","frontend/components","2","375","2025-04-09","7"
"132","FundingFile132.js",".md","AI","backend/controllers","2","193","2025-04-05","7"
"133","FundingFile133.html",".js","AI","frontend/components","2","520","2025-06-07","4"
"134","YouthFile134.css",".css","AI","src/components","2","62","2025-01-23","9"
"135","YouthFile135.json",".py","Funding","backend/controllers","2","788","2024-12-18","4"
"136","AIFile136.html",".jsx","Entrepreneur","ai/models","2","883","2025-06-22","2"
"137","YouthFile137.jsx",".js","Youth","frontend/components","2","815","2025-10-31","5"
"138","YouthFile138.txt",".jsx","AI","backend/controllers","2","320","2024-12-02","7"
"139","FundingFile139.css",".html","Funding","src/services","2","941","2025-03-31","6"
"140","AIFile140.css",".html","Youth","src/pages","2","249","2025-05-31","2"
"141","YouthFile141.json",".json","Mentorship","backend/controllers","2","103","2025-07-09","6"
"142","AIFile142.css",".js","AI","frontend/components","2","523","2024-11-21","9"
"143","MentorshipFile143.jsx",".js","Mentorship","src/components","2","208","2025-09-19","9"
"144","EntrepreneurFile144.json",".js","Youth","backend/controllers","2","864","2025-05-04","3"
"145","MentorshipFile145.js",".txt","Funding","ai/models","2","68","2025-08-18","4"
"146","YouthFile146.md",".json","Funding","ai/models","2","540","2025-07-02","2"
"147","AIFile147.js",".jsx","AI","frontend/components","2","496","2025-09-14","8"
"148","EntrepreneurFile148.css",".jsx","AI","backend/controllers","2","59","2025-03-15","7"
"149","YouthFile149.jsx",".json","AI","src/components","2","136","2025-10-17","7"
"150","MentorshipFile150.html",".html","Mentorship","src/pages","2","917","2025-02-25","2"
"151","EntrepreneurFile151.js",".json","Youth","backend/controllers","2","772","2025-10-03","9"
"152","YouthFile152.py",".txt","AI","src/pages","2","870","2025-01-10","2"
"153","EntrepreneurFile153.txt",".txt","Funding","backend/controllers","2","116","2025-06-29","4"
"154","AIFile154.py",".json","Youth","src/pages","2","704","2024-12-13","4"
"155","EntrepreneurFile155.jsx",".html","Mentorship","frontend/components","2","562","2025-07-07","5"
"156","FundingFile156.md",".json","Mentorship","src/pages","2","349","2024-11-19","7"
"157","EntrepreneurFile157.js",".js","Entrepreneur","backend/controllers","2","274","2025-08-31","1"
"158","FundingFile158.txt",".md","Funding","src/pages","2","992","2025-10-25","8"
"159","AIFile159.jsx",".jsx","Youth","src/pages","2","331","2025-03-07","5"
"160","MentorshipFile160.jsx",".css","Youth","ai/models","2","969","2025-06-18","2"
"161","MentorshipFile161.json",".jsx","Entrepreneur","frontend/components","2","809","2025-05-22","2"
"162","AIFile162.md",".json","Mentorship","frontend/components","2","37","2024-11-30","9"
"163","FundingFile163.html",".js","Mentorship","src/services","2","70","2025-01-15","3"
"164","YouthFile164.py",".txt","Mentorship","src/pages","2","329","2025-10-04","7"
"165","YouthFile165.js",".html","Youth","src/components","2","950","2025-04-09","7"
"166","AIFile166.txt",".json","Youth","src/components","2","690","2025-08-17","2"
"167","EntrepreneurFile167.py",".md","Youth","ai/models","2","799","2024-11-21","2"
"168","YouthFile168.json",".py","Funding","src/components","2","225","2025-01-07","3"
"169","YouthFile169.jsx",".js","Funding","ai/models","2","853","2025-06-14","9"
"170","EntrepreneurFile170.json",".md","Funding","frontend/components","2","434","2024-11-16","2"
"171","AIFile171.json",".md","Entrepreneur","src/services","2","535","2025-07-25","8"
"172","MentorshipFile172.py",".html","AI","src/components","2","700","2024-11-18","9"
"173","MentorshipFile173.py",".html","Entrepreneur","ai/models","2","236","2025-09-25","6"
"174","YouthFile174.jsx",".html","Mentorship","src/services","2","104","2025-04-02","7"
"175","MentorshipFile175.css",".py","AI","src/services","2","727","2025-04-21","2"
"176","EntrepreneurFile176.md",".jsx","Mentorship","src/pages","2","600","2025-10-24","9"
"177","EntrepreneurFile177.py",".jsx","AI","frontend/components","2","798","2025-01-29","9"
"178","EntrepreneurFile178.jsx",".md","Youth","frontend/components","2","833","2025-08-06","8"
"179","FundingFile179.jsx",".json","Entrepreneur","ai/models","2","766","2025-11-14","4"
"180","FundingFile180.css",".txt","AI","src/pages","2","284","2025-06-21","2"
"181","YouthFile181.jsx",".md","Mentorship","backend/controllers","2","261","2025-09-25","4"
"182","EntrepreneurFile182.css",".md","Funding","ai/models","2","638","2025-01-18","2"
"183","AIFile183.js",".py","Mentorship","src/services","2","752","2025-05-14","5"
"184","MentorshipFile184.md",".css","Mentorship","ai/models","2","687","2025-01-16","8"
"185","AIFile185.json",".css","Entrepreneur","ai/models","2","922","2025-09-16","6"
"186","FundingFile186.js",".py","Entrepreneur","backend/controllers","2","103","2025-10-03","2"
"187","FundingFile187.py",".css","Funding","src/components","2","976","2025-06-10","4"
"188","YouthFile188.json",".py","Entrepreneur","frontend/components","2","434","2025-07-06","4"
"189","AIFile189.md",".html","Mentorship","src/components","2","610","2025-07-20","9"
"190","MentorshipFile190.md",".css","Youth","src/services","2","555","2025-08-03","7"
"191","AIFile191.js",".md","Youth","src/pages","2","617","2025-03-22","7"
"192","FundingFile192.css",".jsx","Funding","frontend/components","2","876","2025-05-14","3"
"193","YouthFile193.py",".py","Youth","backend/controllers","2","771","2025-08-26","1"
"194","MentorshipFile194.jsx",".json","Youth","frontend/components","2","944","2024-12-26","3"
"195","FundingFile195.py",".json","AI","frontend/components","2","540","2025-07-02","2"
"196","YouthFile196.html",".md","Funding","ai/models","2","183","2025-04-27","8"
"197","YouthFile197.jsx",".json","Entrepreneur","ai/models","2","370","2025-03-08","4"
"198","FundingFile198.json",".txt","AI","src/services","2","972","2025-05-26","7"
"199","EntrepreneurFile199.txt",".md","AI","src/components","2","701","2025-02-11","9"
"200","FundingFile200.html",".js","Mentorship","src/services","2","307","2025-10-20","8"
"201","FundingFile201.md",".jsx","Youth","src/pages","2","827","2025-08-05","5"
"202","AIFile202.html",".jsx","AI","src/services","2","283","2024-12-19","6"
"203","FundingFile203.js",".js","Mentorship","frontend/components","2","434","2025-11-04","3"
"204","FundingFile204.md",".jsx","AI","src/services","2","486","2025-06-07","7"
"205","FundingFile205.jsx",".json","Entrepreneur","ai/models","2","36","2025-05-07","8"
"206","MentorshipFile206.md",".js","Mentorship","src/components","2","983","2025-02-03","2"
"207","AIFile207.css",".jsx","Entrepreneur","ai/models","2","829","2025-09-01","8"
"208","MentorshipFile208.json",".html","Funding","src/pages","2","548","2024-11-23","6"
"209","AIFile209.md",".html","Entrepreneur","backend/controllers","2","866","2024-12-07","2"
"210","MentorshipFile210.md",".md","Funding","src/services","2","7","2025-03-22","7"
"211","FundingFile211.html",".json","Mentorship","ai/models","2","1021","2025-08-03","3"
"212","FundingFile212.json",".css","Mentorship","src/components","2","978","2025-10-09","1"
"213","FundingFile213.json",".css","Mentorship","src/components","2","306","2024-12-03","8"
"214","EntrepreneurFile214.jsx",".jsx","Funding","src/services","2","448","2025-09-15","8"
"215","EntrepreneurFile215.jsx",".html","AI","backend/controllers","2","791","2025-01-07","3"
"216","AIFile216.txt",".py","Youth","src/pages","2","761","2025-06-21","2"
"217","YouthFile217.md",".js","Funding","backend/controllers","2","807","2025-08-26","7"
"218","AIFile218.jsx",".html","Entrepreneur","src/components","2","57","2025-05-19","7"
"219","EntrepreneurFile219.py",".js","Youth","frontend/components","2","834","2025-08-07","4"
"220","FundingFile220.html",".md","Entrepreneur","src/services","2","796","2024-12-17","1"
"221","AIFile221.js",".txt","Youth","src/services","2","313","2025-05-05","3"
"222","EntrepreneurFile222.jsx",".jsx","AI","frontend/components","2","866","2024-12-31","8"
"223","AIFile223.py",".json","Entrepreneur","src/components","2","668","2025-09-12","8"
"224","MentorshipFile224.css",".css","AI","frontend/components","2","582","2025-09-11","7"
"225","FundingFile225.md",".json","Entrepreneur","src/services","2","475","2025-05-21","2"
"226","MentorshipFile226.css",".html","Entrepreneur","ai/models","2","729","2025-04-20","2"
"227","FundingFile227.js",".md","Mentorship","frontend/components","2","541","2025-04-21","5"
"228","YouthFile228.txt",".py","Entrepreneur","frontend/components","2","48","2024-12-01","5"
"229","EntrepreneurFile229.py",".html","Entrepreneur","src/components","2","559","2025-08-10","7"
"230","AIFile230.js",".jsx","AI","backend/controllers","2","230","2025-06-07","4"
"231","EntrepreneurFile231.css",".html","Entrepreneur","src/pages","2","903","2025-09-16","8"
"232","MentorshipFile232.css",".txt","Entrepreneur","backend/controllers","2","476","2024-12-05","3"
"233","EntrepreneurFile233.js",".css","Mentorship","src/components","2","374","2025-05-02","6"
"234","FundingFile234.json",".txt","AI","src/services","2","932","2025-03-03","1"
"235","EntrepreneurFile235.css",".js","Funding","src/services","2","633","2025-01-02","8"
"236","MentorshipFile236.html",".jsx","AI","src/services","2","887","2025-09-28","7"
"237","MentorshipFile237.md",".css","Youth","src/components","2","321","2025-08-29","1"
"238","FundingFile238.json",".txt","Youth","backend/controllers","2","488","2025-08-20","7"
"239","YouthFile239.jsx",".txt","Entrepreneur","src/pages","2","461","2025-05-17","8"
"240","AIFile240.js",".css","Entrepreneur","frontend/components","2","931","2025-06-12","2"
"241","AIFile241.json",".txt","Funding","src/services","2","209","2025-04-03","6"
"242","FundingFile242.json",".css","Youth","frontend/components","2","183","2025-10-10","4"
"243","YouthFile243.py",".py","AI","src/services","2","18","2025-09-20","7"
"244","EntrepreneurFile244.py",".css","Youth","ai/models","2","125","2025-07-05","1"
"245","MentorshipFile245.py",".css","Mentorship","src/components","2","648","2025-07-27","5"
"246","FundingFile246.py",".css","Mentorship","ai/models","2","421","2025-05-24","7"
"247","EntrepreneurFile247.js",".js","Mentorship","src/pages","2","142","2025-09-23","2"
"248","MentorshipFile248.jsx",".js","Funding","ai/models","2","786","2025-08-04","3"
"249","EntrepreneurFile249.json",".css","Funding","frontend/components","2","986","2025-04-05","5"
"250","EntrepreneurFile250.css",".md","Youth","ai/models","2","416","2025-01-17","6"
"251","AIFile251.js",".md","Entrepreneur","src/pages","2","846","2025-02-25","9"
"252","YouthFile252.js",".html","Funding","src/services","2","663","2025-10-31","7"
"253","EntrepreneurFile253.json",".txt","Youth","ai/models","2","1004","2025-01-09","4"
"254","FundingFile254.html",".jsx","Mentorship","src/pages","2","266","2025-01-11","4"
"255","EntrepreneurFile255.txt",".html","Funding","src/services","2","280","2025-08-30","6"
"256","MentorshipFile256.json",".txt","Mentorship","backend/controllers","2","781","2025-03-25","6"
"257","AIFile257.json",".js","Entrepreneur","backend/controllers","2","505","2024-12-11","4"
"258","AIFile258.txt",".py","AI","frontend/components","2","233","2024-12-10","5"
"259","YouthFile259.py",".js","AI","src/services","2","425","2025-07-24","4"
"260","EntrepreneurFile260.py",".md","AI","src/services","2","873","2025-10-04","3"
"261","EntrepreneurFile261.txt",".md","AI","frontend/components","2","870","2025-09-03","4"
"262","AIFile262.css",".txt","Youth","backend/controllers","2","749","2025-03-30","6"
"263","FundingFile263.jsx",".html","Funding","src/pages","2","48","2024-11-25","4"
"264","FundingFile264.json",".py","AI","src/components","2","818","2024-12-01","9"
"265","AIFile265.py",".css","Entrepreneur","frontend/components","2","113","2025-04-14","5"
"266","EntrepreneurFile266.html",".py","Youth","frontend/components","2","710","2025-05-19","1"
"267","FundingFile267.json",".js","Youth","src/components","2","127","2025-01-06","1"
"268","MentorshipFile268.jsx",".css","Youth","frontend/components","2","176","2025-02-04","8"
"269","YouthFile269.js",".txt","AI","src/services","2","465","2025-11-13","8"
"270","AIFile270.html",".txt","Entrepreneur","src/components","2","27","2025-02-03","7"
"271","EntrepreneurFile271.jsx",".py","Mentorship","ai/models","2","321","2025-01-08","5"
"272","EntrepreneurFile272.json",".md","Youth","src/pages","2","960","2025-11-01","5"
"273","YouthFile273.jsx",".json","Funding","src/pages","2","3","2024-12-29","9"
"274","AIFile274.py",".json","Entrepreneur","frontend/components","2","8","2024-12-10","6"
"275","AIFile275.html",".txt","Funding","frontend/components","2","750","2025-05-20","1"
"276","EntrepreneurFile276.py",".js","AI","frontend/components","2","690","2024-11-22","1"
"277","YouthFile277.css",".py","Mentorship","backend/controllers","2","863","2025-01-22","2"
"278","EntrepreneurFile278.js",".css","Entrepreneur","src/components","2","458","2025-07-15","6"
"279","YouthFile279.js",".css","Mentorship","src/components","2","329","2025-07-25","5"
"280","MentorshipFile280.jsx",".jsx","AI","ai/models","2","859","2025-10-26","4"
"281","YouthFile281.txt",".html","Mentorship","ai/models","2","559","2025-06-03","5"
"282","FundingFile282.js",".json","Entrepreneur","src/pages","2","333","2025-02-11","9"
"283","MentorshipFile283.jsx",".html","Youth","ai/models","2","288","2025-09-04","7"
"284","YouthFile284.js",".css","Funding","frontend/components","2","781","2025-05-14","8"
"285","MentorshipFile285.json",".py","Mentorship","ai/models","2","259","2025-02-04","5"
"286","YouthFile286.js",".json","Funding","src/services","2","179","2024-12-02","3"
"287","AIFile287.txt",".py","Mentorship","backend/controllers","2","319","2025-04-04","3"
"288","MentorshipFile288.txt",".html","Funding","src/services","2","280","2025-10-03","3"
"289","FundingFile289.css",".txt","Funding","ai/models","2","431","2025-06-20","2"
"290","MentorshipFile290.js",".py","AI","src/pages","2","335","2025-03-06","4"
"291","FundingFile291.md",".txt","Youth","src/components","2","862","2025-08-09","3"
"292","EntrepreneurFile292.json",".html","Youth","src/pages","2","966","2025-07-17","6"
"293","MentorshipFile293.json",".json","Entrepreneur","src/components","2","114","2024-11-26","9"
"294","AIFile294.js",".json","Mentorship","src/pages","2","167","2025-06-27","8"
"295","YouthFile295.py",".js","Mentorship","src/services","2","483","2025-01-21","2"
"296","EntrepreneurFile296.py",".jsx","Mentorship","src/components","2","614","2024-11-20","2"
"297","FundingFile297.md",".txt","Entrepreneur","src/pages","2","46","2025-10-24","9"
"298","YouthFile298.html",".html","Funding","src/pages","2","885","2025-09-09","1"
"299","EntrepreneurFile299.py",".css","Mentorship","src/components","2","690","2025-04-13","4"
"300","MentorshipFile300.md",".md","Youth","src/pages","2","829","2025-04-02","3"
"301","FundingFile301.py",".txt","Mentorship","frontend/components","2","599","2025-04-22","9"
"302","AIFile302.css",".jsx","AI","ai/models","2","941","2025-10-17","1"
"303","MentorshipFile303.json",".md","AI","backend/controllers","2","302","2025-06-27","7"
"304","EntrepreneurFile304.css",".json","AI","frontend/components","2","964","2025-01-12","4"
"305","MentorshipFile305.md",".jsx","Funding","backend/controllers","2","369","2025-07-09","4"
"306","EntrepreneurFile306.html",".css","AI","src/services","2","581","2025-01-23","4"
"307","MentorshipFile307.json",".txt","Entrepreneur","frontend/components","2","27","2025-05-22","1"
"308","FundingFile308.py",".py","Entrepreneur","backend/controllers","2","968","2025-04-27","7"
"309","AIFile309.css",".js","Funding","backend/controllers","2","294","2025-07-13","9"
"310","FundingFile310.jsx",".html","AI","src/services","2","983","2025-08-19","1"
"311","YouthFile311.js",".css","Youth","ai/models","2","262","2025-08-26","1"
"312","AIFile312.jsx",".html","Mentorship","src/services","2","661","2025-03-02","8"
"313","FundingFile313.py",".js","Entrepreneur","backend/controllers","2","201","2025-01-19","5"
"314","EntrepreneurFile314.html",".txt","Funding","backend/controllers","2","177","2025-06-25","8"
"315","AIFile315.css",".md","Youth","backend/controllers","2","468","2025-05-17","1"
"316","MentorshipFile316.html",".md","Youth","backend/controllers","2","285","2025-02-19","5"
"317","MentorshipFile317.json",".py","Mentorship","ai/models","2","46","2025-02-06","6"
"318","EntrepreneurFile318.js",".py","Youth","src/pages","2","654","2025-03-29","8"
"319","FundingFile319.js",".css","Youth","ai/models","2","798","2025-05-25","1"
"320","AIFile320.txt",".md","Funding","src/components","2","329","2025-06-10","5"
"321","YouthFile321.txt",".js","AI","ai/models","2","619","2025-09-17","6"
"322","AIFile322.txt",".css","AI","src/pages","2","475","2025-01-15","3"
"323","MentorshipFile323.html",".jsx","Funding","ai/models","2","737","2025-06-19","3"
"324","FundingFile324.js",".py","Mentorship","src/pages","2","1002","2025-05-02","3"
"325","EntrepreneurFile325.txt",".html","AI","src/pages","2","1016","2025-07-12","3"
"326","EntrepreneurFile326.js",".txt","Youth","backend/controllers","2","316","2025-04-24","6"
"327","MentorshipFile327.html",".jsx","AI","ai/models","2","512","2025-02-17","7"
"328","FundingFile328.jsx",".py","Funding","src/components","2","701","2025-03-27","7"
"329","FundingFile329.jsx",".txt","Entrepreneur","backend/controllers","2","75","2025-03-24","6"
"330","AIFile330.js",".md","AI","src/components","2","597","2025-10-02","7"
"331","AIFile331.txt",".json","Youth","src/services","2","160","2025-11-07","5"
"332","MentorshipFile332.css",".jsx","Youth","src/services","2","149","2024-11-20","8"
"333","YouthFile333.txt",".js","Mentorship","frontend/components","2","239","2025-04-10","4"
"334","EntrepreneurFile334.html",".json","Youth","frontend/components","2","414","2025-08-15","2"
"335","YouthFile335.md",".md","Entrepreneur","src/components","2","954","2025-07-31","8"
"336","YouthFile336.jsx",".jsx","AI","backend/controllers","2","507","2025-06-10","7"
"337","FundingFile337.html",".css","Mentorship","backend/controllers","2","23","2025-11-14","2"
"338","MentorshipFile338.txt",".css","AI","frontend/components","2","88","2025-07-01","8"
"339","AIFile339.css",".jsx","Funding","frontend/components","2","703","2025-07-14","6"
"340","EntrepreneurFile340.json",".html","AI","src/services","2","548","2025-09-05","9"
